task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	5c/daa1ea	44282	EBIMETAGENOMICS:MOBILOMEANNOTATION:RENAME (d)	CACHED	0	2026-08-19 12:16:23.874	502ms	0ms	709.1%	12.3 MB	17.8 MB	12.2 MB	14.9 MB
5	5e/b8de9b	41308	EBIMETAGENOMICS:MOBILOMEANNOTATION:RENAME (e)	CACHED	0	2026-08-19 12:11:56.044	18.5s	0ms	515.2%	12.7 MB	17.8 MB	11.6 MB	13 MB
2	e9/cb65bd	41256	EBIMETAGENOMICS:MOBILOMEANNOTATION:RENAME (b1)	CACHED	0	2026-08-19 12:11:56.023	18.5s	0ms	310.6%	12.2 MB	17.8 MB	11.6 MB	13.2 MB
6	93/a608aa	41268	EBIMETAGENOMICS:MOBILOMEANNOTATION:RENAME (f)	CACHED	0	2026-08-19 12:11:56.033	18.5s	0ms	401.9%	12.9 MB	17.8 MB	12.2 MB	14.9 MB
3	38/26d4a7	41341	EBIMETAGENOMICS:MOBILOMEANNOTATION:RENAME (b2)	CACHED	0	2026-08-19 12:11:56.051	18.6s	0ms	316.8%	11.9 MB	17.5 MB	12 MB	14.4 MB
1	31/3522c9	44271	EBIMETAGENOMICS:MOBILOMEANNOTATION:RENAME (a)	CACHED	0	2026-08-19 12:16:23.866	472ms	0ms	507.6%	12.8 MB	17.8 MB	11.6 MB	13.1 MB
9	14/3cc99a	50038	EBIMETAGENOMICS:MOBILOMEANNOTATION:ARAGORN (d)	CACHED	0	2026-08-19 12:16:51.500	1.2s	1s	100.1%	4.6 MB	11 MB	10.1 MB	15.5 KB
20	3b/5c6308	44330	EBIMETAGENOMICS:MOBILOMEANNOTATION:ARAGORN (b1)	CACHED	0	2026-08-19 12:16:23.885	1.1s	0ms	100.9%	4.8 MB	11 MB	8.9 MB	15.9 KB
13	6d/2a2aea	48961	EBIMETAGENOMICS:MOBILOMEANNOTATION:ARAGORN (e)	CACHED	0	2026-08-19 12:16:49.272	1.1s	1s	101.0%	4.6 MB	11 MB	8.8 MB	15.2 KB
18	f8/977f5a	68392	EBIMETAGENOMICS:MOBILOMEANNOTATION:ISESCAN (b1)	CACHED	0	2026-08-19 12:21:13.845	8m 42s	8m 41s	235.0%	1.6 GB	4.4 GB	1018 MB	46.7 MB
32	7f/6340ce	49446	EBIMETAGENOMICS:MOBILOMEANNOTATION:ARAGORN (a)	CACHED	0	2026-08-19 12:16:50.360	1.1s	1s	101.0%	4.5 MB	11 MB	8.8 MB	15.1 KB
22	be/c3a335	45092	EBIMETAGENOMICS:MOBILOMEANNOTATION:ARAGORN (f)	CACHED	0	2026-08-19 12:16:24.998	1.2s	1s	99.7%	4.7 MB	11 MB	10.1 MB	15.5 KB
29	66/dad894	48556	EBIMETAGENOMICS:MOBILOMEANNOTATION:ARAGORN (b2)	CACHED	0	2026-08-19 12:16:48.517	1.2s	1s	100.6%	4.5 MB	11 MB	9.8 MB	15.6 KB
8	fe/3686c1	102434	EBIMETAGENOMICS:MOBILOMEANNOTATION:GENOMAD (d)	CACHED	0	2026-08-19 12:31:46.571	2m 46s	2m 45s	402.0%	14 GB	23.6 GB	720.3 MB	176.3 MB
28	ac/f981f8	283201	EBIMETAGENOMICS:MOBILOMEANNOTATION:ISESCAN (b2)	CACHED	0	2026-08-19 13:04:34.013	4m 33s	4m 32s	397.4%	1.8 GB	4.6 GB	1.1 GB	33 MB
23	37/f48d3a	44300	EBIMETAGENOMICS:MOBILOMEANNOTATION:ISESCAN (f)	CACHED	0	2026-08-19 12:16:23.879	4m 50s	4m 11s	410.9%	1.8 GB	4.8 GB	1.1 GB	33.3 MB
31	bc/797adb	404703	EBIMETAGENOMICS:MOBILOMEANNOTATION:INTEGRONFINDER (b2)	CACHED	0	2026-08-19 14:34:01.130	7.4s	7s	163.0%	275.8 MB	3.2 GB	110.9 MB	14.1 MB
26	ca/5b6f1c	212456	EBIMETAGENOMICS:MOBILOMEANNOTATION:INTEGRONFINDER (f)	CACHED	0	2026-08-19 12:54:53.335	25.5s	25s	117.8%	280.8 MB	3.2 GB	112.7 MB	14.7 MB
10	b9/06cacc	445796	EBIMETAGENOMICS:MOBILOMEANNOTATION:ISESCAN (d)	CACHED	0	2026-08-19 15:32:36.880	4m 4s	4m 4s	410.3%	1.8 GB	4.8 GB	1.1 GB	33.3 MB
11	79/86232a	443482	EBIMETAGENOMICS:MOBILOMEANNOTATION:INTEGRONFINDER (d)	CACHED	0	2026-08-19 15:32:04.085	25.7s	25s	118.2%	279 MB	3.2 GB	112.7 MB	14.7 MB
16	6e/6d6c6f	208774	EBIMETAGENOMICS:MOBILOMEANNOTATION:INTEGRONFINDER (e)	CACHED	0	2026-08-19 12:54:17.874	35.5s	7s	170.1%	259.1 MB	3.2 GB	108 MB	12.9 MB
21	d0/036b04	445008	EBIMETAGENOMICS:MOBILOMEANNOTATION:INTEGRONFINDER (b1)	CACHED	0	2026-08-19 15:32:29.754	7.1s	7s	166.3%	264.6 MB	3.2 GB	108.4 MB	13.1 MB
35	6a/0506ac	442709	EBIMETAGENOMICS:MOBILOMEANNOTATION:INTEGRONFINDER (a)	CACHED	0	2026-08-19 15:31:57.496	6.6s	6s	167.9%	263.2 MB	3.2 GB	108 MB	12.9 MB
17	b6/f4ea3e	45306	EBIMETAGENOMICS:MOBILOMEANNOTATION:PRODIGAL (b1)	CACHED	0	2026-08-19 12:16:26.217	22.3s	21s	107.3%	116.5 MB	198.2 MB	30.2 MB	32 MB
7	18/63a53a	50409	EBIMETAGENOMICS:MOBILOMEANNOTATION:PRODIGAL (d)	CACHED	0	2026-08-19 12:16:52.728	22.7s	23s	107.7%	124.3 MB	220.7 MB	34.2 MB	36.4 MB
27	02/b65cc7	45000	EBIMETAGENOMICS:MOBILOMEANNOTATION:PRODIGAL (b2)	CACHED	0	2026-08-19 12:16:24.379	24.9s	22s	107.7%	123.6 MB	346.5 MB	33.4 MB	35.5 MB
34	17/070369	49708	EBIMETAGENOMICS:MOBILOMEANNOTATION:PRODIGAL (a)	CACHED	0	2026-08-19 12:16:50.614	20s	20s	107.9%	115.9 MB	197.5 MB	30.2 MB	32.1 MB
30	8f/bbef39	87079	EBIMETAGENOMICS:MOBILOMEANNOTATION:GENOMAD (b2)	CACHED	0	2026-08-19 12:26:36.391	2m 32s	2m 32s	397.0%	14 GB	23.6 GB	717.1 MB	175.3 MB
24	40/dc27c8	44953	EBIMETAGENOMICS:MOBILOMEANNOTATION:PRODIGAL (f)	CACHED	0	2026-08-19 12:16:24.345	26.3s	22s	107.4%	124.5 MB	220.7 MB	34.2 MB	36.4 MB
14	15/b48e9c	49174	EBIMETAGENOMICS:MOBILOMEANNOTATION:PRODIGAL (e)	CACHED	0	2026-08-19 12:16:49.705	19.7s	20s	108.0%	116.1 MB	205.3 MB	30.2 MB	31.9 MB
25	bb/604985	67779	EBIMETAGENOMICS:MOBILOMEANNOTATION:GENOMAD (f)	CACHED	0	2026-08-19 12:21:11.144	2m 46s	2m 46s	399.2%	14 GB	23.2 GB	720.3 MB	176.2 MB
19	bf/84f699	55494	EBIMETAGENOMICS:MOBILOMEANNOTATION:GENOMAD (b1)	CACHED	0	2026-08-19 12:17:15.399	3m 56s	2m 44s	398.5%	14 GB	23.5 GB	693 MB	159 MB
36	2b/a4b961	93316	EBIMETAGENOMICS:MOBILOMEANNOTATION:GENOMAD (a)	CACHED	0	2026-08-19 12:29:08.484	2m 38s	2m 38s	402.5%	14 GB	23.5 GB	691.3 MB	158.6 MB
15	6a/be220d	78628	EBIMETAGENOMICS:MOBILOMEANNOTATION:GENOMAD (e)	CACHED	0	2026-08-19 12:23:57.438	2m 39s	2m 39s	400.5%	13.9 GB	23.1 GB	692.9 MB	159.8 MB
33	f0/4cc0bb	237045	EBIMETAGENOMICS:MOBILOMEANNOTATION:ISESCAN (a)	CACHED	0	2026-08-19 13:00:25.096	4m 9s	4m 8s	366.1%	1.6 GB	4.4 GB	999.5 MB	29.2 MB
37	c4/754e8a	412341	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:OUTLIER_FINDER (d_100kb_contigs.1)	CACHED	0	2026-08-19 14:36:55.873	1m 31s	1m 31s	105.8%	387 MB	5.3 GB	17.6 MB	5 MB
38	97/0a9d00	407188	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:OUTLIER_FINDER (e_100kb_contigs.1)	CACHED	0	2026-08-19 14:35:37.460	1m 18s	1m 18s	106.2%	361.6 MB	5.3 GB	16.3 MB	4.4 MB
39	4c/21fe65	417690	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:OUTLIER_FINDER (b1_100kb_contigs.1)	CACHED	0	2026-08-19 14:38:26.831	1m 19s	1m 18s	103.6%	136.6 MB	948 MB	12 MB	7.4 KB
41	21/6ff3c3	405525	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:OUTLIER_FINDER (b2_100kb_contigs.1)	CACHED	0	2026-08-19 14:34:08.500	1m 29s	1m 11s	105.1%	144.1 MB	955.3 MB	12.4 MB	5.9 KB
40	45/2bb6f1	455520	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:OUTLIER_FINDER (f_100kb_contigs.1)	CACHED	0	2026-08-19 15:36:41.186	1m 31s	1m 31s	105.4%	384.9 MB	5.3 GB	17.6 MB	5 MB
42	49/a787bb	419182	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:OUTLIER_FINDER (a_100kb_contigs.1)	CACHED	0	2026-08-19 14:39:45.486	1m 21s	1m 20s	103.5%	136.4 MB	947.3 MB	12 MB	6.8 KB
50	c4/ffe33c	54830	EBIMETAGENOMICS:MOBILOMEANNOTATION:TRNAS_INTEGRATOR (a)	CACHED	0	2026-08-19 12:17:11.093	503ms	0ms	769.6%	13.1 MB	18.4 MB	10.4 MB	1.7 MB
52	23/4c6089	53611	EBIMETAGENOMICS:MOBILOMEANNOTATION:TRNAS_INTEGRATOR (b1)	CACHED	0	2026-08-19 12:17:09.447	541ms	0ms	614.8%	13.1 MB	18.4 MB	10.4 MB	1.8 MB
51	aa/8c1a9b	118684	EBIMETAGENOMICS:MOBILOMEANNOTATION:TRNAS_INTEGRATOR (d)	CACHED	0	2026-08-19 12:41:29.485	550ms	0ms	361.1%	13.1 MB	18.4 MB	10.5 MB	2 MB
53	0e/5987d4	53961	EBIMETAGENOMICS:MOBILOMEANNOTATION:TRNAS_INTEGRATOR (b2)	CACHED	0	2026-08-19 12:17:09.993	551ms	0ms	641.3%	13 MB	18.3 MB	10.5 MB	2 MB
48	bc/6efc41	54310	EBIMETAGENOMICS:MOBILOMEANNOTATION:TRNAS_INTEGRATOR (f)	CACHED	0	2026-08-19 12:17:10.549	540ms	0ms	670.6%	13.3 MB	18.4 MB	10.5 MB	2 MB
47	04/e869a1	54364	EBIMETAGENOMICS:MOBILOMEANNOTATION:TRNAS_INTEGRATOR (e)	CACHED	0	2026-08-19 12:17:10.628	563ms	1s	677.2%	13 MB	18.4 MB	10.4 MB	1.8 MB
44	f5/8c6af2	113386	EBIMETAGENOMICS:MOBILOMEANNOTATION:CHECKV_ENDTOEND (a)	CACHED	0	2026-08-19 12:41:09.526	10.8s	11s	389.4%	1.3 GB	19.1 GB	4.2 GB	22.4 MB
46	17/e019e8	180032	EBIMETAGENOMICS:MOBILOMEANNOTATION:CHECKV_ENDTOEND (f)	CACHED	0	2026-08-19 12:44:15.137	9.7s	9s	432.8%	1.3 GB	19.1 GB	4 GB	21.8 MB
49	b0/09f73b	193442	EBIMETAGENOMICS:MOBILOMEANNOTATION:CHECKV_ENDTOEND (b2)	CACHED	0	2026-08-19 12:44:54.168	15.1s	15s	469.5%	1.1 GB	19.2 GB	6.2 GB	30.8 MB
45	09/62a791	189767	EBIMETAGENOMICS:MOBILOMEANNOTATION:CHECKV_ENDTOEND (b1)	CACHED	0	2026-08-19 12:44:43.232	10.9s	11s	422.9%	1.5 GB	19.2 GB	4.6 GB	23.1 MB
43	1b/14ce35	186308	EBIMETAGENOMICS:MOBILOMEANNOTATION:CHECKV_ENDTOEND (d)	CACHED	0	2026-08-19 12:44:33.590	9.6s	10s	435.5%	1.3 GB	19.1 GB	4 GB	21.8 MB
54	cd/02cc1e	183404	EBIMETAGENOMICS:MOBILOMEANNOTATION:CHECKV_ENDTOEND (e)	CACHED	0	2026-08-19 12:44:24.872	8.7s	8s	412.3%	1.4 GB	19 GB	3.8 GB	21 MB
58	71/d1639e	462436	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:MERGE_RESULTS (b1)	CACHED	0	2026-08-19 15:38:17.643	330ms	0ms	75.5%	11.4 MB	16.5 MB	786.3 KB	7.2 KB
56	7a/3a6004	462012	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:MERGE_RESULTS (f)	CACHED	0	2026-08-19 15:38:17.286	352ms	0ms	72.7%	11.4 MB	16.5 MB	786.1 KB	6.9 KB
61	41/ee81d7	461144	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:MERGE_RESULTS (d)	CACHED	0	2026-08-19 15:38:13.535	4.4s	0ms	109.1%	11.5 MB	16.5 MB	786.1 KB	6.9 KB
55	a2/195e75	461130	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:MERGE_RESULTS (a)	CACHED	0	2026-08-19 15:38:13.528	3.8s	0ms	69.0%	10.9 MB	15.9 MB	785.7 KB	6.5 KB
57	1d/11f5f4	462005	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:MERGE_RESULTS (b2)	CACHED	0	2026-08-19 15:38:17.282	456ms	0ms	66.7%	11.6 MB	16.6 MB	784.8 KB	5.6 KB
59	eb/a3f9e7	461133	EBIMETAGENOMICS:MOBILOMEANNOTATION:COMPOSITIONAL_OUTLIER_DETECTION:MERGE_RESULTS (e)	CACHED	0	2026-08-19 15:38:13.532	3.7s	0ms	96.8%	3 MB	5.4 MB	788 KB	8.8 KB
65	e8/82980a	199551	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:HMMSCAN (e)	CACHED	0	2026-08-19 12:45:18.512	4.7s	5s	100.8%	21.1 MB	23.6 MB	17.8 GB	6.7 MB
64	7e/4c03e3	199005	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:HMMSCAN (f)	CACHED	0	2026-08-19 12:45:13.669	4.8s	5s	100.4%	21.1 MB	23.6 MB	16.3 GB	6.1 MB
60	09/ec5319	207360	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:HMMSCAN (d)	CACHED	0	2026-08-19 12:50:20.018	4.8s	4s	100.4%	21.1 MB	23.6 MB	16.3 GB	6.1 MB
62	32/c5be16	198464	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:HMMSCAN (b1)	CACHED	0	2026-08-19 12:45:09.231	4.4s	4s	100.4%	20.2 MB	22.7 MB	15.7 GB	6 MB
66	1e/df7732	117642	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:HMMSCAN (b2)	CACHED	0	2026-08-19 12:41:20.334	4.9s	5s	99.5%	25.7 MB	29.4 MB	16.4 GB	6.1 MB
75	64/ac9dbf	121160	EBIMETAGENOMICS:MOBILOMEANNOTATION:BGC_ANNOTATION:GFF2GBK (a)	CACHED	0	2026-08-19 12:41:57.350	740ms	415ms	210.8%	13.8 MB	18.2 MB	14.5 MB	8.4 MB
81	38/dba5ed	120208	EBIMETAGENOMICS:MOBILOMEANNOTATION:BGC_ANNOTATION:GFF2GBK (b2)	CACHED	0	2026-08-19 12:41:41.508	15.8s	410ms	349.1%	13.8 MB	19.2 MB	15.2 MB	9.3 MB
76	1c/344234	143763	EBIMETAGENOMICS:MOBILOMEANNOTATION:BGC_ANNOTATION:GFF2GBK (f)	CACHED	0	2026-08-19 12:42:04.017	797ms	374ms	464.0%	15.1 MB	19.8 MB	15.3 MB	9.5 MB
70	44/272cc5	119485	EBIMETAGENOMICS:MOBILOMEANNOTATION:BGC_ANNOTATION:GFF2GBK (b1)	CACHED	0	2026-08-19 12:41:30.080	28s	399ms	238.5%	13.8 MB	18.2 MB	14.5 MB	8.5 MB
67	87/4f5cc4	119492	EBIMETAGENOMICS:MOBILOMEANNOTATION:BGC_ANNOTATION:GFF2GBK (d)	CACHED	0	2026-08-19 12:41:30.083	27.3s	380ms	283.8%	13.4 MB	18.1 MB	15.3 MB	9.5 MB
63	80/60267d	118228	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:HMMSCAN (a)	CACHED	0	2026-08-19 12:41:25.225	4.3s	4s	100.4%	20.6 MB	23.3 MB	14.5 GB	5.3 MB
80	94/d6a11b	143358	EBIMETAGENOMICS:MOBILOMEANNOTATION:BGC_ANNOTATION:GFF2GBK (e)	CACHED	0	2026-08-19 12:42:03.640	788ms	419ms	460.3%	13.1 MB	18.1 MB	14.5 MB	8.5 MB
72	14/072dfc	219990	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_TOXINS (b1)	CACHED	0	2026-08-19 12:56:35.794	7.6s	7.3s	420.8%	2.3 GB	7.3 GB	264.6 MB	17.2 MB
77	b6/601f0a	213790	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_TOXINS (a)	CACHED	0	2026-08-19 12:55:18.879	1m 9s	7.4s	422.2%	2.3 GB	7.3 GB	264.9 MB	17.5 MB
88	64/fb31d6	357102	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_TOXINS (f)	CACHED	0	2026-08-19 13:15:10.477	8s	7.7s	450.6%	2.3 GB	7.3 GB	267.6 MB	19.9 MB
100	38/658aad	231346	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_VIRULENCE (b2)	CACHED	0	2026-08-19 12:57:17.483	3.3s	3s	491.1%	891.8 MB	7 GB	104.7 MB	70.7 MB
69	95/0d9f30	223901	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_VIRULENCE (d)	CACHED	0	2026-08-19 12:56:51.314	3.3s	3.1s	485.1%	875.7 MB	7 GB	104.3 MB	70.2 MB
68	3c/e7dc04	218015	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_TOXINS (d)	CACHED	0	2026-08-19 12:56:27.900	7.9s	7.6s	458.7%	2.3 GB	7.3 GB	267.6 MB	19.9 MB
92	6a/4a3eb7	229695	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_VIRULENCE (f)	CACHED	0	2026-08-19 12:57:11.094	3.3s	3s	501.1%	888 MB	7 GB	104.3 MB	70.2 MB
78	49/46e7f1	230555	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_VIRULENCE (a)	CACHED	0	2026-08-19 12:57:14.370	3.1s	2.8s	485.9%	512.5 MB	4 GB	96.4 MB	62.5 MB
73	52/007b9d	250750	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_VIRULENCE (b1)	CACHED	0	2026-08-19 13:01:30.071	3.2s	2.9s	483.0%	855.8 MB	7 GB	101.2 MB	67.3 MB
94	9a/9b0c0d	249064	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_TOXINS (e)	CACHED	0	2026-08-19 13:01:22.044	8s	7.7s	404.4%	2.3 GB	7.3 GB	264.4 MB	17 MB
101	d8/d81b1a	221894	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_TOXINS (b2)	CACHED	0	2026-08-19 12:56:43.409	7.9s	7.6s	435.0%	2.3 GB	7.3 GB	266.9 MB	19.3 MB
96	d7/9b0c06	277255	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:PATHOFACT2_VIRULENCE (e)	CACHED	0	2026-08-19 13:03:17.212	3.4s	3.1s	469.8%	934.2 MB	7 GB	109.4 MB	75.6 MB
99	13/430f18	121147	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:DEEPARG_PREDICT (f)	CACHED	0	2026-08-19 12:41:57.346	6.3s	6s	357.9%	910.1 MB	5.4 GB	157.9 MB	7.8 MB
87	83/fe15d1	146762	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:DEEPARG_PREDICT (b1)	CACHED	0	2026-08-19 12:42:04.819	5.3s	4s	391.1%	911.1 MB	5.4 GB	154.8 MB	6.1 MB
84	12/3368eb	143274	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:DEEPARG_PREDICT (d)	CACHED	0	2026-08-19 12:42:03.526	6.1s	6s	442.8%	911 MB	5.4 GB	157.9 MB	7.8 MB
108	46/2c525f	121876	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:DEEPARG_PREDICT (b2)	CACHED	0	2026-08-19 12:41:58.085	5.9s	5s	383.0%	910.8 MB	5.4 GB	156.9 MB	7.2 MB
93	56/e487f0	145037	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:DEEPARG_PREDICT (a)	CACHED	0	2026-08-19 12:42:04.440	6s	6s	443.9%	911.3 MB	5.3 GB	156.2 MB	6.9 MB
104	37/f67af0	121888	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:DEEPARG_PREDICT (e)	CACHED	0	2026-08-19 12:41:58.094	5.4s	5s	369.6%	911 MB	5.4 GB	155.6 MB	6.4 MB
86	5a/9e6652	251644	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:RGI_MAIN (b1)	CACHED	0	2026-08-19 13:01:33.286	40.9s	41s	204.0%	381.4 MB	4.5 GB	614.1 MB	116.7 MB
97	4d/31c7c3	307424	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:RGI_MAIN (f)	CACHED	0	2026-08-19 13:12:54.286	45.2s	45s	203.4%	382.5 MB	4.5 GB	633.1 MB	123 MB
82	03/a7469a	274462	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:RGI_MAIN (d)	CACHED	0	2026-08-19 13:02:31.731	45.5s	46s	203.1%	383.9 MB	4.5 GB	633.1 MB	123 MB
103	30/db81d7	321540	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:RGI_MAIN (e)	CACHED	0	2026-08-19 13:13:58.652	40.9s	41s	205.8%	382.8 MB	4.5 GB	630.5 MB	122 MB
90	15/3e7806	238066	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:RGI_MAIN (a)	CACHED	0	2026-08-19 13:00:26.760	40.2s	40s	203.4%	385.2 MB	4.5 GB	599.7 MB	112 MB
85	6a/e67cf4	311186	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:AMRFINDERPLUS_RUN (b1)	CACHED	0	2026-08-21 11:21:29.155	56.6s	13s	534.7%	216.9 MB	818.9 MB	1.3 GB	15.2 MB
102	ff/d8c372	311067	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:AMRFINDERPLUS_RUN (e)	CACHED	0	2026-08-21 11:21:29.070	56.9s	13s	516.2%	219.7 MB	786.5 MB	1.2 GB	14.9 MB
107	d3/917dce	311053	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:AMRFINDERPLUS_RUN (b2)	CACHED	0	2026-08-21 11:21:29.044	58.1s	14s	531.8%	261.7 MB	851.3 MB	1.4 GB	16.2 MB
111	02/780448	118692	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:PRESCAN_TO_FASTA (b2)	CACHED	0	2026-08-19 12:41:29.489	578ms	0ms	239.2%	12.7 MB	18 MB	13.9 MB	6.3 MB
89	d4/22b870	325302	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:AMRFINDERPLUS_RUN (a)	CACHED	0	2026-08-21 11:22:25.803	12.3s	11s	536.5%	269.1 MB	892.1 MB	1.3 GB	15.4 MB
98	1e/b30edd	311092	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:AMRFINDERPLUS_RUN (f)	CACHED	0	2026-08-21 11:21:29.081	58.9s	15s	527.6%	293 MB	917.5 MB	1.4 GB	18.5 MB
110	33/07598b	209309	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:PRESCAN_TO_FASTA (f)	CACHED	0	2026-08-19 12:54:18.476	504ms	0ms	802.5%	13 MB	18.1 MB	14.1 MB	6.5 MB
83	fb/354d65	311111	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:AMRFINDERPLUS_RUN (d)	CACHED	0	2026-08-21 11:21:29.092	59.4s	16s	527.7%	279.5 MB	853.5 MB	1.4 GB	18.5 MB
113	fa/b960c3	208804	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:PRESCAN_TO_FASTA (d)	CACHED	0	2026-08-19 12:54:17.904	563ms	0ms	476.0%	12.9 MB	18.1 MB	14.1 MB	6.5 MB
116	25/fcfc99	118704	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:PRESCAN_TO_FASTA (a)	CACHED	0	2026-08-19 12:41:29.493	512ms	0ms	339.4%	13 MB	18.1 MB	13.2 MB	5.7 MB
112	fa/853de8	209363	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:PRESCAN_TO_FASTA (b1)	CACHED	0	2026-08-19 12:54:18.539	513ms	0ms	742.2%	11.8 MB	17.5 MB	13.3 MB	5.7 MB
109	c5/f37f4a	208815	EBIMETAGENOMICS:MOBILOMEANNOTATION:ICEFINDER2_LITE:PRESCAN_TO_FASTA (e)	CACHED	0	2026-08-19 12:54:17.913	621ms	0ms	520.7%	12.8 MB	18 MB	13.3 MB	5.4 MB
105	14/f7bc58	291336	EBIMETAGENOMICS:MOBILOMEANNOTATION:AMR_ANNOTATION:RGI_MAIN (b2)	CACHED	0	2026-08-19 13:07:39.684	43.7s	44s	203.5%	1.3 GB	20.8 GB	616.9 MB	117.5 MB
71	85/26dca9	33526	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:DIAMOND_BLASTP (d)	CACHED	0	2026-08-20 11:52:02.052	1s	0ms	529.7%	32.9 MB	287.5 MB	58.5 MB	1.1 MB
106	42/702d88	35234	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:DIAMOND_BLASTP (b2)	CACHED	0	2026-08-20 11:52:05.022	991ms	0ms	519.6%	32.6 MB	287.5 MB	58.4 MB	1.1 MB
79	13/c60586	34092	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:DIAMOND_BLASTP (a)	CACHED	0	2026-08-20 11:52:03.079	970ms	0ms	516.9%	32.4 MB	287.5 MB	58.2 MB	964.5 KB
91	f6/d6ccda	35773	EBIMETAGENOMICS:MOBILOMEANNOTATION:PATHOFACT2:DIAMOND_BLASTP (f)	CACHED	0	2026-08-20 11:52:06.020	987ms	0ms	531.9%	32.4 MB	287.5 MB	58.5 MB	1.1 MB
