task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
235	31/7010b5	485468	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:GFF_MAPPING (b2)	COMPLETED	0	2026-08-21 22:53:18.964	2m 34s	2m 28s	99.9%	26.1 MB	24.2 MB	1.9 MB	1.1 MB
264	90/d741dd	501959	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_EXTRA (b2)	COMPLETED	0	2026-08-21 22:55:53.238	681ms	134ms	27.4%	6.5 MB	10.3 MB	160.7 KB	10.4 KB
260	d1/c5476a	501962	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_CLEAN (b2)	COMPLETED	0	2026-08-21 22:55:53.243	704ms	168ms	27.7%	6.5 MB	10.3 MB	243.1 KB	18.5 KB
262	39/f5aebb	502026	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_FULL (b2)	COMPLETED	0	2026-08-21 22:55:53.264	881ms	251ms	15.3%	6.4 MB	10.3 MB	476.4 KB	62.3 KB
263	bc/f04e26	501987	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_EXTRA (b2)	COMPLETED	0	2026-08-21 22:55:53.253	979ms	257ms	15.0%	6.6 MB	10.3 MB	177.8 KB	10.9 KB
261	a0/cd863a	502005	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_CLEAN (b2)	COMPLETED	0	2026-08-21 22:55:53.259	1s	238ms	16.0%	6.6 MB	10.3 MB	218.4 KB	18.1 KB
259	39/2a947a	501970	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_FULL (b2)	COMPLETED	0	2026-08-21 22:55:53.248	1.1s	215ms	22.2%	6.5 MB	10.3 MB	545.4 KB	62.4 KB
238	68/3aa7de	485771	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:GFF_MAPPING (b1)	COMPLETED	0	2026-08-21 22:53:19.250	3m 52s	3m 45s	100.0%	25.8 MB	24.5 MB	2.1 MB	1.5 MB
267	af/6d31ef	505389	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_EXTRA (b1)	COMPLETED	0	2026-08-21 22:57:11.254	682ms	152ms	24.2%	6.5 MB	10.3 MB	232.4 KB	17.9 KB
270	d3/406fd2	505401	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_CLEAN (b1)	COMPLETED	0	2026-08-21 22:57:11.264	750ms	163ms	23.1%	6.4 MB	10.3 MB	328 KB	27.2 KB
268	17/d91ea9	505396	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_FULL (b1)	COMPLETED	0	2026-08-21 22:57:11.260	837ms	165ms	28.3%	6.7 MB	10.3 MB	544.5 KB	70.6 KB
269	a7/5193ae	505437	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_CLEAN (b1)	COMPLETED	0	2026-08-21 22:57:11.273	891ms	193ms	19.7%	6.7 MB	10.3 MB	294.9 KB	26.5 KB
265	ad/7ec9b2	505421	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_EXTRA (b1)	COMPLETED	0	2026-08-21 22:57:11.269	937ms	214ms	22.3%	6.6 MB	10.3 MB	256.9 KB	18.6 KB
266	78/f44928	505457	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_FULL (b1)	COMPLETED	0	2026-08-21 22:57:11.277	967ms	238ms	24.1%	6.7 MB	10.3 MB	621.7 KB	70.7 KB
240	2f/0cc74e	485881	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:GFF_MAPPING (e)	COMPLETED	0	2026-08-21 22:53:19.358	6m 27s	6m 21s	99.9%	36 MB	41.1 MB	2.7 MB	2.6 MB
273	1d/a3f028	508798	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_EXTRA (e)	COMPLETED	0	2026-08-21 22:59:46.880	803ms	211ms	22.4%	6.6 MB	10.3 MB	427.1 KB	35.1 KB
271	f7/c8660a	508817	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_CLEAN (e)	COMPLETED	0	2026-08-21 22:59:46.888	856ms	231ms	24.6%	3.6 MB	4.6 MB	504.9 KB	50.4 KB
272	01/a94eb0	508807	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_CLEAN (e)	COMPLETED	0	2026-08-21 22:59:46.884	949ms	196ms	29.0%	6.5 MB	10.3 MB	561.8 KB	51.1 KB
275	9d/9665fa	508838	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_EXTRA (e)	COMPLETED	0	2026-08-21 22:59:46.893	973ms	173ms	27.1%	6.4 MB	10.3 MB	386.3 KB	34.2 KB
276	cd/d9a53b	508854	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIP_FULL (e)	COMPLETED	0	2026-08-21 22:59:46.897	1s	207ms	27.3%	6.5 MB	10.3 MB	737.6 KB	92.3 KB
274	66/7764cc	508796	EBIMETAGENOMICS:MOBILOMEANNOTATION:GFF_MAPPING_COMPRESSION_AND_INDEXING:TABIX_BGZIPTABIX_FULL (e)	COMPLETED	0	2026-08-21 22:59:46.875	1.1s	291ms	23.0%	6.5 MB	10.3 MB	836.4 KB	92.3 KB
277	0a/a3e771	510407	EBIMETAGENOMICS:MOBILOMEANNOTATION:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2026-08-21 22:59:48.172	49.6s	195ms	104.8%	8 MB	15.6 MB	1.2 MB	8.7 KB
278	f5/1aedb6	510783	EBIMETAGENOMICS:MOBILOMEANNOTATION:MULTIQC	COMPLETED	0	2026-08-21 23:00:37.834	56.5s	5.1s	408.1%	134.2 MB	8.9 GB	83.8 MB	18.2 MB
