GenBank accession	Is target	Is sampled (100 genomes)	Is sampled (1000 genomes)
GCA_036907755.1	TRUE	FALSE	FALSE
GCA_000748785.1	TRUE	FALSE	FALSE
GCA_030505995.1	TRUE	FALSE	FALSE
GCA_001110445.1	TRUE	FALSE	FALSE
GCA_001534835.1	TRUE	FALSE	FALSE
GCA_001240005.1	TRUE	FALSE	FALSE
GCA_000231505.2	TRUE	FALSE	FALSE
GCA_037482945.1	TRUE	FALSE	FALSE
GCA_001246265.1	TRUE	FALSE	FALSE
GCA_037003385.1	TRUE	FALSE	FALSE
GCA_003073555.1	TRUE	FALSE	FALSE
GCA_016772615.1	TRUE	FALSE	FALSE
GCA_001222165.1	TRUE	FALSE	FALSE
GCA_041537745.1	TRUE	FALSE	FALSE
GCA_041363395.1	TRUE	FALSE	FALSE
GCA_001172125.1	TRUE	FALSE	FALSE
GCA_002241655.2	TRUE	FALSE	FALSE
GCA_000698715.2	TRUE	FALSE	FALSE
GCA_000626435.2	TRUE	FALSE	FALSE
GCA_015180425.1	TRUE	FALSE	TRUE
GCA_002127805.1	TRUE	FALSE	FALSE
GCA_002128385.1	TRUE	FALSE	FALSE
GCA_035010205.1	TRUE	FALSE	FALSE
GCA_005519295.1	TRUE	FALSE	FALSE
GCA_002091215.1	TRUE	FALSE	FALSE
GCA_032789615.1	TRUE	FALSE	TRUE
GCA_001834645.1	TRUE	FALSE	FALSE
GCA_001366575.1	TRUE	FALSE	FALSE
GCA_003070145.1	TRUE	FALSE	FALSE
GCA_000601375.1	TRUE	FALSE	FALSE
GCA_012271965.1	TRUE	FALSE	FALSE
GCA_001151225.1	TRUE	TRUE	TRUE
GCA_003072805.1	TRUE	FALSE	FALSE
GCA_001363755.1	TRUE	FALSE	FALSE
GCA_046037055.1	TRUE	FALSE	FALSE
GCA_000483735.1	TRUE	FALSE	FALSE
GCA_005144945.1	TRUE	FALSE	TRUE
GCA_051136925.1	TRUE	FALSE	FALSE
GCA_004360345.1	TRUE	FALSE	FALSE
GCA_041412595.1	TRUE	FALSE	FALSE
GCA_015180305.1	TRUE	FALSE	FALSE
GCA_007993345.1	TRUE	FALSE	FALSE
GCA_002242295.1	TRUE	FALSE	FALSE
GCA_025291905.1	TRUE	FALSE	FALSE
GCA_000180315.1	TRUE	FALSE	FALSE
GCA_001363215.1	TRUE	FALSE	FALSE
GCA_000984815.1	TRUE	FALSE	FALSE
GCA_049312475.1	TRUE	FALSE	FALSE
GCA_018916485.1	TRUE	FALSE	FALSE
GCA_000626215.1	TRUE	FALSE	FALSE
GCA_002107235.1	TRUE	FALSE	FALSE
GCA_017893505.1	TRUE	FALSE	FALSE
GCA_022808425.1	TRUE	FALSE	FALSE
GCA_007994715.1	TRUE	FALSE	FALSE
GCA_002048905.1	TRUE	FALSE	FALSE
GCA_002237355.1	TRUE	FALSE	FALSE
GCA_001363335.1	TRUE	FALSE	FALSE
GCA_018915965.1	TRUE	FALSE	FALSE
GCA_019008335.1	TRUE	FALSE	FALSE
GCA_001239845.1	TRUE	FALSE	FALSE
GCA_036959205.1	TRUE	FALSE	FALSE
